type,properties_in_map,properties_id,geometry_type,coordinatex1,coordinatey1,coordinatex2,coordinatey2,coordinatex3,coordinatey3,coordinatex4,coordinatey4,coordinatex5,coordinatey5
Feature,True,26,Polygon,59345,4997,59345,4998,59343,4998,59343,4997,59345,4997
Feature,True,27,Polygon,59345,4998,59345,5000,59343,5000,59343,4998,59345,4998
Feature,True,28,Polygon,59345,5000,59345,5001,59343,5001,59343,5000,59345,5000
Feature,True,29,Polygon,59345,5001,59345,5002,59343,5002,59343,5001,59345,5001
Feature,True,30,Polygon,59345,5002,59345,5003,59343,5003,59343,5002,59345,5002
Feature,True,31,Polygon,59345,5003,59345,5004,59343,5004,59343,5003,59345,5003
Feature,True,32,Polygon,59345,5004,59345,5006,59343,5006,59343,5004,59345,5004
Feature,True,33,Polygon,59345,5006,59345,5007,59343,5007,59343,5006,59345,5006
Feature,True,34,Polygon,59345,5007,59345,5008,59343,5008,59343,5007,59345,5007
Feature,True,35,Polygon,59345,5008,59345,5009,59343,5009,59343,5008,59345,5008
Feature,True,36,Polygon,59345,5009,59345,5010,59343,5010,59343,5009,59345,5009
Feature,True,37,Polygon,59343,4989,59343,4990,59342,4990,59342,4989,59343,4989
Feature,True,38,Polygon,59343,4990,59343,4991,59342,4991,59342,4990,59343,4990
Feature,True,39,Polygon,59343,4991,59343,4992,59342,4992,59342,4991,59343,4991
Feature,True,40,Polygon,59343,4992,59343,4993,59342,4993,59342,4992,59343,4992
Feature,True,41,Polygon,59343,4993,59343,4995,59342,4995,59342,4993,59343,4993
Feature,True,42,Polygon,59343,4995,59343,4996,59342,4996,59342,4995,59343,4995
Feature,True,43,Polygon,59343,4996,59343,4997,59342,4997,59342,4996,59343,4996
Feature,True,44,Polygon,59343,4997,59343,4998,59342,4998,59342,4997,59343,4997
Feature,True,45,Polygon,59343,4998,59343,5000,59342,5000,59342,4998,59343,4998
Feature,True,46,Polygon,59343,5000,59343,5001,59342,5001,59342,5000,59343,5000
Feature,True,47,Polygon,59343,5001,59343,5002,59342,5002,59342,5001,59343,5001
Feature,True,48,Polygon,59343,5002,59343,5003,59342,5003,59342,5002,59343,5002
Feature,True,49,Polygon,59343,5003,59343,5004,59342,5004,59342,5003,59343,5003
Feature,True,50,Polygon,59343,5004,59343,5006,59342,5006,59342,5004,59343,5004
Feature,True,51,Polygon,59343,5006,59343,5007,59342,5007,59342,5006,59343,5006
Feature,True,52,Polygon,59343,5007,59343,5008,59342,5008,59342,5007,59343,5007
Feature,True,53,Polygon,59343,5008,59343,5009,59342,5009,59342,5008,59343,5008
Feature,True,54,Polygon,59343,5009,59343,5010,59342,5010,59342,5009,59343,5009
Feature,True,55,Polygon,59343,5010,59343,5012,59342,5012,59342,5010,59343,5010
Feature,True,56,Polygon,59343,5012,59343,5013,59342,5013,59342,5012,59343,5012
Feature,True,57,Polygon,59343,5013,59343,5014,59342,5014,59342,5013,59343,5013
Feature,True,58,Polygon,59343,5014,59343,5015,59342,5015,59342,5014,59343,5014
Feature,True,59,Polygon,59342,4986,59342,4987,59341,4987,59341,4986,59342,4986
Feature,True,60,Polygon,59342,4987,59342,4989,59341,4989,59341,4987,59342,4987
Feature,True,61,Polygon,59342,4989,59342,4990,59341,4990,59341,4989,59342,4989
Feature,True,62,Polygon,59342,4990,59342,4991,59341,4991,59341,4990,59342,4990
Feature,True,63,Polygon,59342,4991,59342,4992,59341,4992,59341,4991,59342,4991
Feature,True,64,Polygon,59342,4992,59342,4993,59341,4993,59341,4992,59342,4992
Feature,True,65,Polygon,59342,4993,59342,4995,59341,4995,59341,4993,59342,4993
Feature,True,66,Polygon,59342,4995,59342,4996,59341,4996,59341,4995,59342,4995
Feature,True,67,Polygon,59342,4996,59342,4997,59341,4997,59341,4996,59342,4996
Feature,True,68,Polygon,59342,4997,59342,4998,59341,4998,59341,4997,59342,4997
Feature,True,69,Polygon,59342,4998,59342,5000,59341,5000,59341,4998,59342,4998
Feature,True,70,Polygon,59342,5000,59342,5001,59341,5001,59341,5000,59342,5000
Feature,True,71,Polygon,59342,5001,59342,5002,59341,5002,59341,5001,59342,5001
Feature,True,72,Polygon,59342,5002,59342,5003,59341,5003,59341,5002,59342,5002
Feature,True,73,Polygon,59342,5003,59342,5004,59341,5004,59341,5003,59342,5003
Feature,True,74,Polygon,59342,5004,59342,5006,59341,5006,59341,5004,59342,5004
Feature,True,75,Polygon,59342,5006,59342,5007,59341,5007,59341,5006,59342,5006
Feature,True,76,Polygon,59342,5007,59342,5008,59341,5008,59341,5007,59342,5007
Feature,True,77,Polygon,59342,5008,59342,5009,59341,5009,59341,5008,59342,5008
Feature,True,78,Polygon,59342,5009,59342,5010,59341,5010,59341,5009,59342,5009
Feature,True,79,Polygon,59342,5010,59342,5012,59341,5012,59341,5010,59342,5010
Feature,True,80,Polygon,59342,5012,59342,5013,59341,5013,59341,5012,59342,5012
Feature,True,81,Polygon,59342,5013,59342,5014,59341,5014,59341,5013,59342,5013
Feature,True,82,Polygon,59342,5014,59342,5015,59341,5015,59341,5014,59342,5014
Feature,True,83,Polygon,59342,5015,59342,5016,59341,5016,59341,5015,59342,5015
Feature,True,84,Polygon,59342,5016,59342,5018,59341,5018,59341,5016,59342,5016
Feature,True,85,Polygon,59342,5018,59342,5019,59341,5019,59341,5018,59342,5018
Feature,True,86,Polygon,59342,5019,59342,5020,59341,5020,59341,5019,59342,5019
Feature,True,87,Polygon,59342,5020,59342,5021,59341,5021,59341,5020,59342,5020
Feature,True,88,Polygon,59341,4985,59341,4986,59340,4986,59340,4985,59341,4985
Feature,True,89,Polygon,59341,4986,59341,4987,59340,4987,59340,4986,59341,4986
Feature,True,90,Polygon,59341,4987,59341,4989,59340,4989,59340,4987,59341,4987
Feature,True,91,Polygon,59341,4989,59341,4990,59340,4990,59340,4989,59341,4989
Feature,True,92,Polygon,59341,4990,59341,4991,59340,4991,59340,4990,59341,4990
Feature,True,93,Polygon,59341,4991,59341,4992,59340,4992,59340,4991,59341,4991
Feature,True,94,Polygon,59341,4992,59341,4993,59340,4993,59340,4992,59341,4992
Feature,True,95,Polygon,59341,4993,59341,4995,59340,4995,59340,4993,59341,4993
Feature,True,96,Polygon,59341,4995,59341,4996,59340,4996,59340,4995,59341,4995
Feature,True,97,Polygon,59341,4996,59341,4997,59340,4997,59340,4996,59341,4996
Feature,True,98,Polygon,59341,4997,59341,4998,59340,4998,59340,4997,59341,4997
Feature,True,99,Polygon,59341,4998,59341,5000,59340,5000,59340,4998,59341,4998
Feature,True,100,Polygon,59341,5000,59341,5001,59340,5001,59340,5000,59341,5000
Feature,True,101,Polygon,59341,5001,59341,5002,59340,5002,59340,5001,59341,5001
Feature,True,102,Polygon,59341,5002,59341,5003,59340,5003,59340,5002,59341,5002
Feature,True,103,Polygon,59341,5003,59341,5004,59340,5004,59340,5003,59341,5003
Feature,True,104,Polygon,59341,5004,59341,5006,59340,5006,59340,5004,59341,5004
Feature,True,105,Polygon,59341,5006,59341,5007,59340,5007,59340,5006,59341,5006
Feature,True,106,Polygon,59341,5007,59341,5008,59340,5008,59340,5007,59341,5007
Feature,True,107,Polygon,59341,5008,59341,5009,59340,5009,59340,5008,59341,5008
Feature,True,108,Polygon,59341,5009,59341,5010,59340,5010,59340,5009,59341,5009
Feature,True,109,Polygon,59341,5010,59341,5012,59340,5012,59340,5010,59341,5010
Feature,True,110,Polygon,59341,5012,59341,5013,59340,5013,59340,5012,59341,5012
Feature,True,111,Polygon,59341,5013,59341,5014,59340,5014,59340,5013,59341,5013
Feature,True,112,Polygon,59341,5014,59341,5015,59340,5015,59340,5014,59341,5014
Feature,True,113,Polygon,59341,5015,59341,5016,59340,5016,59340,5015,59341,5015
Feature,True,114,Polygon,59341,5016,59341,5018,59340,5018,59340,5016,59341,5016
Feature,True,115,Polygon,59341,5018,59341,5019,59340,5019,59340,5018,59341,5018
Feature,True,116,Polygon,59340,4983,59340,4984,59339,4984,59339,4983,59340,4983
Feature,True,117,Polygon,59340,4984,59340,4985,59339,4985,59339,4984,59340,4984
Feature,True,118,Polygon,59340,4985,59340,4986,59339,4986,59339,4985,59340,4985
Feature,True,119,Polygon,59340,4986,59340,4987,59339,4987,59339,4986,59340,4986
Feature,True,120,Polygon,59340,4987,59340,4989,59339,4989,59339,4987,59340,4987
Feature,True,121,Polygon,59340,4989,59340,4990,59339,4990,59339,4989,59340,4989
Feature,True,122,Polygon,59340,4990,59340,4991,59339,4991,59339,4990,59340,4990
Feature,True,123,Polygon,59340,4991,59340,4992,59339,4992,59339,4991,59340,4991
Feature,True,124,Polygon,59340,4992,59340,4993,59339,4993,59339,4992,59340,4992
Feature,True,125,Polygon,59340,4993,59340,4995,59339,4995,59339,4993,59340,4993
Feature,True,126,Polygon,59340,4995,59340,4996,59339,4996,59339,4995,59340,4995
Feature,True,127,Polygon,59340,4996,59340,4997,59339,4997,59339,4996,59340,4996
Feature,True,128,Polygon,59340,4997,59340,4998,59339,4998,59339,4997,59340,4997
Feature,True,129,Polygon,59340,4998,59340,5000,59339,5000,59339,4998,59340,4998
Feature,True,130,Polygon,59340,5000,59340,5001,59339,5001,59339,5000,59340,5000
Feature,True,131,Polygon,59340,5001,59340,5002,59339,5002,59339,5001,59340,5001
Feature,True,132,Polygon,59340,5002,59340,5003,59339,5003,59339,5002,59340,5002
Feature,True,133,Polygon,59340,5003,59340,5004,59339,5004,59339,5003,59340,5003
Feature,True,134,Polygon,59340,5004,59340,5006,59339,5006,59339,5004,59340,5004
Feature,True,135,Polygon,59340,5006,59340,5007,59339,5007,59339,5006,59340,5006
Feature,True,136,Polygon,59340,5007,59340,5008,59339,5008,59339,5007,59340,5007
Feature,True,137,Polygon,59340,5008,59340,5009,59339,5009,59339,5008,59340,5008
Feature,True,138,Polygon,59340,5009,59340,5010,59339,5010,59339,5009,59340,5009
Feature,True,139,Polygon,59340,5010,59340,5012,59339,5012,59339,5010,59340,5010
Feature,True,140,Polygon,59340,5012,59340,5013,59339,5013,59339,5012,59340,5012
Feature,True,141,Polygon,59340,5013,59340,5014,59339,5014,59339,5013,59340,5013
Feature,True,142,Polygon,59340,5014,59340,5015,59339,5015,59339,5014,59340,5014
Feature,True,143,Polygon,59340,5015,59340,5016,59339,5016,59339,5015,59340,5015
Feature,True,144,Polygon,59340,5016,59340,5018,59339,5018,59339,5016,59340,5016
Feature,True,145,Polygon,59340,5018,59340,5019,59339,5019,59339,5018,59340,5018
Feature,True,146,Polygon,59339,4980,59339,4981,59337,4981,59337,4980,59339,4980
Feature,True,147,Polygon,59339,4981,59339,4983,59337,4983,59337,4981,59339,4981
Feature,True,148,Polygon,59339,4983,59339,4984,59337,4984,59337,4983,59339,4983
Feature,True,149,Polygon,59339,4984,59339,4985,59337,4985,59337,4984,59339,4984
Feature,True,150,Polygon,59339,4985,59339,4986,59337,4986,59337,4985,59339,4985
Feature,True,151,Polygon,59339,4986,59339,4987,59337,4987,59337,4986,59339,4986
Feature,True,152,Polygon,59339,4987,59339,4989,59337,4989,59337,4987,59339,4987
Feature,True,153,Polygon,59339,4989,59339,4990,59337,4990,59337,4989,59339,4989
Feature,True,154,Polygon,59339,4990,59339,4991,59337,4991,59337,4990,59339,4990
Feature,True,155,Polygon,59339,4991,59339,4992,59337,4992,59337,4991,59339,4991
Feature,True,156,Polygon,59339,4992,59339,4993,59337,4993,59337,4992,59339,4992
Feature,True,157,Polygon,59339,4993,59339,4995,59337,4995,59337,4993,59339,4993
Feature,True,158,Polygon,59339,4995,59339,4996,59337,4996,59337,4995,59339,4995
Feature,True,159,Polygon,59339,4996,59339,4997,59337,4997,59337,4996,59339,4996
Feature,True,160,Polygon,59339,4997,59339,4998,59337,4998,59337,4997,59339,4997
Feature,True,161,Polygon,59339,4998,59339,5000,59337,5000,59337,4998,59339,4998
Feature,True,162,Polygon,59339,5000,59339,5001,59337,5001,59337,5000,59339,5000
Feature,True,163,Polygon,59339,5001,59339,5002,59337,5002,59337,5001,59339,5001
Feature,True,164,Polygon,59339,5002,59339,5003,59337,5003,59337,5002,59339,5002
Feature,True,165,Polygon,59339,5003,59339,5004,59337,5004,59337,5003,59339,5003
Feature,True,166,Polygon,59339,5004,59339,5006,59337,5006,59337,5004,59339,5004
Feature,True,167,Polygon,59339,5006,59339,5007,59337,5007,59337,5006,59339,5006
Feature,True,168,Polygon,59339,5007,59339,5008,59337,5008,59337,5007,59339,5007
Feature,True,169,Polygon,59339,5008,59339,5009,59337,5009,59337,5008,59339,5008
Feature,True,170,Polygon,59339,5009,59339,5010,59337,5010,59337,5009,59339,5009
Feature,True,171,Polygon,59339,5010,59339,5012,59337,5012,59337,5010,59339,5010
Feature,True,172,Polygon,59339,5012,59339,5013,59337,5013,59337,5012,59339,5012
Feature,True,173,Polygon,59339,5013,59339,5014,59337,5014,59337,5013,59339,5013
Feature,True,174,Polygon,59339,5014,59339,5015,59337,5015,59337,5014,59339,5014
Feature,True,175,Polygon,59339,5015,59339,5016,59337,5016,59337,5015,59339,5015
Feature,True,176,Polygon,59339,5016,59339,5018,59337,5018,59337,5016,59339,5016
Feature,True,177,Polygon,59339,5018,59339,5019,59337,5019,59337,5018,59339,5018
Feature,True,178,Polygon,59337,4971,59337,4972,59336,4972,59336,4971,59337,4971
Feature,True,179,Polygon,59337,4972,59337,4973,59336,4973,59336,4972,59337,4972
Feature,True,180,Polygon,59337,4973,59337,4974,59336,4974,59336,4973,59337,4973
Feature,True,181,Polygon,59337,4974,59337,4975,59336,4975,59336,4974,59337,4974
Feature,True,182,Polygon,59337,4975,59337,4977,59336,4977,59336,4975,59337,4975
Feature,True,183,Polygon,59337,4977,59337,4978,59336,4978,59336,4977,59337,4977
Feature,True,184,Polygon,59337,4978,59337,4979,59336,4979,59336,4978,59337,4978
Feature,True,185,Polygon,59337,4979,59337,4980,59336,4980,59336,4979,59337,4979
Feature,True,186,Polygon,59337,4980,59337,4981,59336,4981,59336,4980,59337,4980
Feature,True,187,Polygon,59337,4981,59337,4983,59336,4983,59336,4981,59337,4981
Feature,True,188,Polygon,59337,4983,59337,4984,59336,4984,59336,4983,59337,4983
Feature,True,189,Polygon,59337,4984,59337,4985,59336,4985,59336,4984,59337,4984
Feature,True,190,Polygon,59337,4985,59337,4986,59336,4986,59336,4985,59337,4985
Feature,True,191,Polygon,59337,4986,59337,4987,59336,4987,59336,4986,59337,4986
Feature,True,192,Polygon,59337,4987,59337,4989,59336,4989,59336,4987,59337,4987
Feature,True,193,Polygon,59337,4989,59337,4990,59336,4990,59336,4989,59337,4989
Feature,True,194,Polygon,59337,4990,59337,4991,59336,4991,59336,4990,59337,4990
Feature,True,195,Polygon,59337,4991,59337,4992,59336,4992,59336,4991,59337,4991
Feature,True,196,Polygon,59337,4992,59337,4993,59336,4993,59336,4992,59337,4992
Feature,True,197,Polygon,59337,4993,59337,4995,59336,4995,59336,4993,59337,4993
Feature,True,198,Polygon,59337,4995,59337,4996,59336,4996,59336,4995,59337,4995
Feature,True,199,Polygon,59337,4996,59337,4997,59336,4997,59336,4996,59337,4996
Feature,True,200,Polygon,59337,4997,59337,4998,59336,4998,59336,4997,59337,4997
Feature,True,201,Polygon,59337,4998,59337,5000,59336,5000,59336,4998,59337,4998
Feature,True,202,Polygon,59337,5000,59337,5001,59336,5001,59336,5000,59337,5000
Feature,True,203,Polygon,59337,5001,59337,5002,59336,5002,59336,5001,59337,5001
Feature,True,204,Polygon,59337,5002,59337,5003,59336,5003,59336,5002,59337,5002
Feature,True,205,Polygon,59337,5003,59337,5004,59336,5004,59336,5003,59337,5003
Feature,True,206,Polygon,59337,5004,59337,5006,59336,5006,59336,5004,59337,5004
Feature,True,207,Polygon,59337,5006,59337,5007,59336,5007,59336,5006,59337,5006
Feature,True,208,Polygon,59337,5007,59337,5008,59336,5008,59336,5007,59337,5007
Feature,True,209,Polygon,59337,5008,59337,5009,59336,5009,59336,5008,59337,5008
Feature,True,210,Polygon,59337,5009,59337,5010,59336,5010,59336,5009,59337,5009
Feature,True,211,Polygon,59337,5010,59337,5012,59336,5012,59336,5010,59337,5010
Feature,True,212,Polygon,59337,5012,59337,5013,59336,5013,59336,5012,59337,5012
Feature,True,213,Polygon,59337,5013,59337,5014,59336,5014,59336,5013,59337,5013
Feature,True,214,Polygon,59337,5014,59337,5015,59336,5015,59336,5014,59337,5014
Feature,True,215,Polygon,59337,5015,59337,5016,59336,5016,59336,5015,59337,5015
Feature,True,216,Polygon,59337,5016,59337,5018,59336,5018,59336,5016,59337,5016
Feature,True,217,Polygon,59336,4967,59336,4968,59335,4968,59335,4967,59336,4967
Feature,True,218,Polygon,59336,4968,59336,4969,59335,4969,59335,4968,59336,4968
Feature,True,219,Polygon,59336,4969,59336,4971,59335,4971,59335,4969,59336,4969
Feature,True,220,Polygon,59336,4971,59336,4972,59335,4972,59335,4971,59336,4971
Feature,True,221,Polygon,59336,4972,59336,4973,59335,4973,59335,4972,59336,4972
Feature,True,222,Polygon,59336,4973,59336,4974,59335,4974,59335,4973,59336,4973
Feature,True,223,Polygon,59336,4974,59336,4975,59335,4975,59335,4974,59336,4974
Feature,True,224,Polygon,59336,4975,59336,4977,59335,4977,59335,4975,59336,4975
Feature,True,225,Polygon,59336,4977,59336,4978,59335,4978,59335,4977,59336,4977
Feature,True,226,Polygon,59336,4978,59336,4979,59335,4979,59335,4978,59336,4978
Feature,True,227,Polygon,59336,4979,59336,4980,59335,4980,59335,4979,59336,4979
Feature,True,228,Polygon,59336,4980,59336,4981,59335,4981,59335,4980,59336,4980
Feature,True,229,Polygon,59336,4981,59336,4983,59335,4983,59335,4981,59336,4981
Feature,True,230,Polygon,59336,4983,59336,4984,59335,4984,59335,4983,59336,4983
Feature,True,231,Polygon,59336,4984,59336,4985,59335,4985,59335,4984,59336,4984
Feature,True,232,Polygon,59336,4985,59336,4986,59335,4986,59335,4985,59336,4985
Feature,True,233,Polygon,59336,4986,59336,4987,59335,4987,59335,4986,59336,4986
Feature,True,234,Polygon,59336,4987,59336,4989,59335,4989,59335,4987,59336,4987
Feature,True,235,Polygon,59336,4989,59336,4990,59335,4990,59335,4989,59336,4989
Feature,True,236,Polygon,59336,4990,59336,4991,59335,4991,59335,4990,59336,4990
Feature,True,237,Polygon,59336,4991,59336,4992,59335,4992,59335,4991,59336,4991
Feature,True,238,Polygon,59336,4992,59336,4993,59335,4993,59335,4992,59336,4992
Feature,True,239,Polygon,59336,4993,59336,4995,59335,4995,59335,4993,59336,4993
Feature,True,240,Polygon,59336,4995,59336,4996,59335,4996,59335,4995,59336,4995
Feature,True,241,Polygon,59336,4996,59336,4997,59335,4997,59335,4996,59336,4996
Feature,True,242,Polygon,59336,4997,59336,4998,59335,4998,59335,4997,59336,4997
Feature,True,243,Polygon,59336,4998,59336,5000,59335,5000,59335,4998,59336,4998
Feature,True,244,Polygon,59336,5000,59336,5001,59335,5001,59335,5000,59336,5000
Feature,True,245,Polygon,59336,5001,59336,5002,59335,5002,59335,5001,59336,5001
Feature,True,246,Polygon,59336,5002,59336,5003,59335,5003,59335,5002,59336,5002
Feature,True,247,Polygon,59336,5003,59336,5004,59335,5004,59335,5003,59336,5003
Feature,True,248,Polygon,59336,5004,59336,5006,59335,5006,59335,5004,59336,5004
Feature,True,249,Polygon,59336,5006,59336,5007,59335,5007,59335,5006,59336,5006
Feature,True,250,Polygon,59336,5007,59336,5008,59335,5008,59335,5007,59336,5007
Feature,True,251,Polygon,59336,5008,59336,5009,59335,5009,59335,5008,59336,5008
Feature,True,252,Polygon,59336,5009,59336,5010,59335,5010,59335,5009,59336,5009
Feature,True,253,Polygon,59336,5010,59336,5012,59335,5012,59335,5010,59336,5010
Feature,True,254,Polygon,59336,5012,59336,5013,59335,5013,59335,5012,59336,5012
Feature,True,255,Polygon,59336,5013,59336,5014,59335,5014,59335,5013,59336,5013
Feature,True,256,Polygon,59336,5014,59336,5015,59335,5015,59335,5014,59336,5014
Feature,True,257,Polygon,59336,5015,59336,5016,59335,5016,59335,5015,59336,5015
Feature,True,258,Polygon,59335,4966,59335,4967,59334,4967,59334,4966,59335,4966
Feature,True,259,Polygon,59335,4967,59335,4968,59334,4968,59334,4967,59335,4967
Feature,True,260,Polygon,59335,4968,59335,4969,59334,4969,59334,4968,59335,4968
Feature,True,261,Polygon,59335,4969,59335,4971,59334,4971,59334,4969,59335,4969
Feature,True,262,Polygon,59335,4971,59335,4972,59334,4972,59334,4971,59335,4971
Feature,True,263,Polygon,59335,4972,59335,4973,59334,4973,59334,4972,59335,4972
Feature,True,264,Polygon,59335,4973,59335,4974,59334,4974,59334,4973,59335,4973
Feature,True,265,Polygon,59335,4974,59335,4975,59334,4975,59334,4974,59335,4974
Feature,True,266,Polygon,59335,4975,59335,4977,59334,4977,59334,4975,59335,4975
Feature,True,267,Polygon,59335,4977,59335,4978,59334,4978,59334,4977,59335,4977
Feature,True,268,Polygon,59335,4978,59335,4979,59334,4979,59334,4978,59335,4978
Feature,True,269,Polygon,59335,4979,59335,4980,59334,4980,59334,4979,59335,4979
Feature,True,270,Polygon,59335,4980,59335,4981,59334,4981,59334,4980,59335,4980
Feature,True,271,Polygon,59335,4981,59335,4983,59334,4983,59334,4981,59335,4981
Feature,True,272,Polygon,59335,4983,59335,4984,59334,4984,59334,4983,59335,4983
Feature,True,273,Polygon,59335,4984,59335,4985,59334,4985,59334,4984,59335,4984
Feature,True,274,Polygon,59335,4985,59335,4986,59334,4986,59334,4985,59335,4985
Feature,True,275,Polygon,59335,4986,59335,4987,59334,4987,59334,4986,59335,4986
Feature,True,276,Polygon,59335,4987,59335,4989,59334,4989,59334,4987,59335,4987
Feature,True,277,Polygon,59335,4989,59335,4990,59334,4990,59334,4989,59335,4989
Feature,True,278,Polygon,59335,4990,59335,4991,59334,4991,59334,4990,59335,4990
Feature,True,279,Polygon,59335,4991,59335,4992,59334,4992,59334,4991,59335,4991
Feature,True,280,Polygon,59335,4992,59335,4993,59334,4993,59334,4992,59335,4992
Feature,True,281,Polygon,59335,4993,59335,4995,59334,4995,59334,4993,59335,4993
Feature,True,282,Polygon,59335,4995,59335,4996,59334,4996,59334,4995,59335,4995
Feature,True,283,Polygon,59335,4996,59335,4997,59334,4997,59334,4996,59335,4996
Feature,True,284,Polygon,59335,4997,59335,4998,59334,4998,59334,4997,59335,4997
Feature,True,285,Polygon,59335,4998,59335,5000,59334,5000,59334,4998,59335,4998
Feature,True,286,Polygon,59335,5000,59335,5001,59334,5001,59334,5000,59335,5000
Feature,True,287,Polygon,59335,5001,59335,5002,59334,5002,59334,5001,59335,5001
Feature,True,288,Polygon,59335,5002,59335,5003,59334,5003,59334,5002,59335,5002
Feature,True,289,Polygon,59335,5003,59335,5004,59334,5004,59334,5003,59335,5003
Feature,True,290,Polygon,59335,5004,59335,5006,59334,5006,59334,5004,59335,5004
Feature,True,291,Polygon,59335,5006,59335,5007,59334,5007,59334,5006,59335,5006
Feature,True,292,Polygon,59335,5007,59335,5008,59334,5008,59334,5007,59335,5007
Feature,True,293,Polygon,59335,5008,59335,5009,59334,5009,59334,5008,59335,5008
Feature,True,294,Polygon,59335,5009,59335,5010,59334,5010,59334,5009,59335,5009
Feature,True,295,Polygon,59335,5010,59335,5012,59334,5012,59334,5010,59335,5010
Feature,True,296,Polygon,59335,5012,59335,5013,59334,5013,59334,5012,59335,5012
Feature,True,297,Polygon,59335,5013,59335,5014,59334,5014,59334,5013,59335,5013
Feature,True,298,Polygon,59335,5014,59335,5015,59334,5015,59334,5014,59335,5014
Feature,True,299,Polygon,59335,5015,59335,5016,59334,5016,59334,5015,59335,5015
Feature,True,300,Polygon,59334,4966,59334,4967,59333,4967,59333,4966,59334,4966
Feature,True,301,Polygon,59334,4967,59334,4968,59333,4968,59333,4967,59334,4967
Feature,True,302,Polygon,59334,4968,59334,4969,59333,4969,59333,4968,59334,4968
Feature,True,303,Polygon,59334,4969,59334,4971,59333,4971,59333,4969,59334,4969
Feature,True,304,Polygon,59334,4971,59334,4972,59333,4972,59333,4971,59334,4971
Feature,True,305,Polygon,59334,4972,59334,4973,59333,4973,59333,4972,59334,4972
Feature,True,306,Polygon,59334,4973,59334,4974,59333,4974,59333,4973,59334,4973
Feature,True,307,Polygon,59334,4974,59334,4975,59333,4975,59333,4974,59334,4974
Feature,True,308,Polygon,59334,4975,59334,4977,59333,4977,59333,4975,59334,4975
Feature,True,309,Polygon,59334,4977,59334,4978,59333,4978,59333,4977,59334,4977
Feature,True,310,Polygon,59334,4978,59334,4979,59333,4979,59333,4978,59334,4978
Feature,True,311,Polygon,59334,4979,59334,4980,59333,4980,59333,4979,59334,4979
Feature,True,312,Polygon,59334,4980,59334,4981,59333,4981,59333,4980,59334,4980
Feature,True,313,Polygon,59334,4981,59334,4983,59333,4983,59333,4981,59334,4981
Feature,True,314,Polygon,59334,4983,59334,4984,59333,4984,59333,4983,59334,4983
Feature,True,315,Polygon,59334,4984,59334,4985,59333,4985,59333,4984,59334,4984
Feature,True,316,Polygon,59334,4985,59334,4986,59333,4986,59333,4985,59334,4985
Feature,True,317,Polygon,59334,4986,59334,4987,59333,4987,59333,4986,59334,4986
Feature,True,318,Polygon,59334,4987,59334,4989,59333,4989,59333,4987,59334,4987
Feature,True,319,Polygon,59334,4989,59334,4990,59333,4990,59333,4989,59334,4989
Feature,True,320,Polygon,59334,4990,59334,4991,59333,4991,59333,4990,59334,4990
